Time(s)	C2H6	CH3J	C2H5J	CH4	HJ	C2H4	H2	C3H7J	C2H3J	C2H2	C4H7J	C4H7J	C4H6	
 0.26132E-04     0.56373E-05     0.14741E-08     0.40965E-08     0.67392E-07     0.15975E-08     0.15840E-05     0.16719E-05     0.54842E-12     0.11349E-09     0.58966E-07     0.12321E-11     0.12560E-10     0.74137E-09    
 0.26227E-04     0.56275E-05     0.14694E-08     0.40984E-08     0.67592E-07     0.15960E-08     0.15884E-05     0.16769E-05     0.54816E-12     0.11382E-09     0.59292E-07     0.12393E-11     0.12648E-10     0.74861E-09    
 0.26322E-04     0.56176E-05     0.14647E-08     0.41002E-08     0.67793E-07     0.15946E-08     0.15927E-05     0.16818E-05     0.54791E-12     0.11416E-09     0.59619E-07     0.12464E-11     0.12735E-10     0.75587E-09    
 0.26417E-04     0.56079E-05     0.14600E-08     0.41021E-08     0.67993E-07     0.15932E-08     0.15971E-05     0.16867E-05     0.54764E-12     0.11449E-09     0.59945E-07     0.12536E-11     0.12822E-10     0.76317E-09    
 0.26512E-04     0.55981E-05     0.14553E-08     0.41039E-08     0.68192E-07     0.15918E-08     0.16014E-05     0.16916E-05     0.54738E-12     0.11482E-09     0.60272E-07     0.12607E-11     0.12910E-10     0.77050E-09    
 0.26607E-04     0.55884E-05     0.14507E-08     0.41057E-08     0.68391E-07     0.15904E-08     0.16057E-05     0.16965E-05     0.54711E-12     0.11515E-09     0.60599E-07     0.12679E-11     0.12998E-10     0.77787E-09    
 0.26702E-04     0.55787E-05     0.14462E-08     0.41074E-08     0.68590E-07     0.15889E-08     0.16100E-05     0.17013E-05     0.54684E-12     0.11548E-09     0.60925E-07     0.12750E-11     0.13085E-10     0.78526E-09    
 0.26797E-04     0.55691E-05     0.14416E-08     0.41091E-08     0.68788E-07     0.15875E-08     0.16142E-05     0.17062E-05     0.54657E-12     0.11581E-09     0.61252E-07     0.12822E-11     0.13173E-10     0.79268E-09    
 0.26892E-04     0.55595E-05     0.14371E-08     0.41108E-08     0.68986E-07     0.15861E-08     0.16185E-05     0.17110E-05     0.54629E-12     0.11613E-09     0.61579E-07     0.12893E-11     0.13261E-10     0.80014E-09    
 0.26987E-04     0.55499E-05     0.14326E-08     0.41125E-08     0.69183E-07     0.15847E-08     0.16227E-05     0.17158E-05     0.54602E-12     0.11646E-09     0.61906E-07     0.12964E-11     0.13349E-10     0.80762E-09    
 0.27082E-04     0.55403E-05     0.14282E-08     0.41141E-08     0.69380E-07     0.15832E-08     0.16269E-05     0.17206E-05     0.54574E-12     0.11679E-09     0.62234E-07     0.13036E-11     0.13437E-10     0.81514E-09    
 0.27177E-04     0.55308E-05     0.14238E-08     0.41157E-08     0.69577E-07     0.15818E-08     0.16311E-05     0.17254E-05     0.54546E-12     0.11711E-09     0.62561E-07     0.13107E-11     0.13525E-10     0.82269E-09    
 0.27272E-04     0.55213E-05     0.14194E-08     0.41173E-08     0.69773E-07     0.15804E-08     0.16353E-05     0.17302E-05     0.54518E-12     0.11743E-09     0.62888E-07     0.13178E-11     0.13613E-10     0.83026E-09    
 0.27357E-04     0.55128E-05     0.14155E-08     0.41187E-08     0.69949E-07     0.15791E-08     0.16391E-05     0.17345E-05     0.54492E-12     0.11772E-09     0.63183E-07     0.13242E-11     0.13693E-10     0.83711E-09    
 0.27443E-04     0.55043E-05     0.14116E-08     0.41200E-08     0.70125E-07     0.15778E-08     0.16428E-05     0.17388E-05     0.54466E-12     0.11801E-09     0.63477E-07     0.13306E-11     0.13772E-10     0.84398E-09    
 0.27528E-04     0.54959E-05     0.14077E-08     0.41214E-08     0.70301E-07     0.15766E-08     0.16466E-05     0.17430E-05     0.54440E-12     0.11830E-09     0.63772E-07     0.13370E-11     0.13852E-10     0.85087E-09    
 0.27614E-04     0.54874E-05     0.14038E-08     0.41227E-08     0.70476E-07     0.15753E-08     0.16503E-05     0.17473E-05     0.54414E-12     0.11859E-09     0.64067E-07     0.13434E-11     0.13931E-10     0.85779E-09    
 0.27699E-04     0.54790E-05     0.14000E-08     0.41240E-08     0.70651E-07     0.15740E-08     0.16540E-05     0.17515E-05     0.54388E-12     0.11887E-09     0.64362E-07     0.13498E-11     0.14011E-10     0.86473E-09    
 0.27785E-04     0.54706E-05     0.13962E-08     0.41252E-08     0.70825E-07     0.15727E-08     0.16577E-05     0.17557E-05     0.54361E-12     0.11916E-09     0.64657E-07     0.13562E-11     0.14091E-10     0.87169E-09    
 0.27870E-04     0.54622E-05     0.13924E-08     0.41265E-08     0.71000E-07     0.15714E-08     0.16614E-05     0.17599E-05     0.54334E-12     0.11945E-09     0.64952E-07     0.13626E-11     0.14171E-10     0.87868E-09    
 0.27956E-04     0.54539E-05     0.13887E-08     0.41277E-08     0.71173E-07     0.15702E-08     0.16651E-05     0.17641E-05     0.54308E-12     0.11973E-09     0.65247E-07     0.13689E-11     0.14250E-10     0.88570E-09    
 0.28041E-04     0.54456E-05     0.13849E-08     0.41289E-08     0.71347E-07     0.15689E-08     0.16687E-05     0.17683E-05     0.54281E-12     0.12001E-09     0.65542E-07     0.13753E-11     0.14330E-10     0.89274E-09    
 0.28127E-04     0.54373E-05     0.13812E-08     0.41301E-08     0.71520E-07     0.15676E-08     0.16724E-05     0.17725E-05     0.54254E-12     0.12030E-09     0.65837E-07     0.13817E-11     0.14410E-10     0.89980E-09    
 0.28213E-04     0.54290E-05     0.13775E-08     0.41313E-08     0.71693E-07     0.15663E-08     0.16760E-05     0.17767E-05     0.54226E-12     0.12058E-09     0.66132E-07     0.13881E-11     0.14490E-10     0.90688E-09    
 0.28298E-04     0.54208E-05     0.13739E-08     0.41324E-08     0.71866E-07     0.15651E-08     0.16796E-05     0.17808E-05     0.54199E-12     0.12086E-09     0.66427E-07     0.13944E-11     0.14570E-10     0.91399E-09    
 0.28384E-04     0.54125E-05     0.13702E-08     0.41335E-08     0.72038E-07     0.15638E-08     0.16832E-05     0.17849E-05     0.54172E-12     0.12114E-09     0.66722E-07     0.14008E-11     0.14650E-10     0.92112E-09    
 0.28469E-04     0.54043E-05     0.13666E-08     0.41346E-08     0.72210E-07     0.15625E-08     0.16868E-05     0.17891E-05     0.54144E-12     0.12142E-09     0.67017E-07     0.14071E-11     0.14731E-10     0.92828E-09    
 0.28555E-04     0.53962E-05     0.13630E-08     0.41357E-08     0.72382E-07     0.15612E-08     0.16904E-05     0.17932E-05     0.54116E-12     0.12170E-09     0.67313E-07     0.14135E-11     0.14811E-10     0.93546E-09    
 0.28640E-04     0.53880E-05     0.13594E-08     0.41368E-08     0.72553E-07     0.15600E-08     0.16940E-05     0.17973E-05     0.54088E-12     0.12198E-09     0.67608E-07     0.14198E-11     0.14891E-10     0.94266E-09    
 0.28726E-04     0.53799E-05     0.13559E-08     0.41378E-08     0.72724E-07     0.15587E-08     0.16976E-05     0.18014E-05     0.54060E-12     0.12225E-09     0.67903E-07     0.14262E-11     0.14971E-10     0.94989E-09    
 0.28811E-04     0.53718E-05     0.13523E-08     0.41388E-08     0.72895E-07     0.15574E-08     0.17011E-05     0.18055E-05     0.54032E-12     0.12253E-09     0.68198E-07     0.14325E-11     0.15052E-10     0.95714E-09    
 0.28897E-04     0.53637E-05     0.13488E-08     0.41398E-08     0.73065E-07     0.15562E-08     0.17047E-05     0.18095E-05     0.54004E-12     0.12281E-09     0.68494E-07     0.14388E-11     0.15132E-10     0.96441E-09    
 0.28982E-04     0.53556E-05     0.13453E-08     0.41408E-08     0.73235E-07     0.15549E-08     0.17082E-05     0.18136E-05     0.53975E-12     0.12308E-09     0.68789E-07     0.14452E-11     0.15212E-10     0.97170E-09    
 0.29068E-04     0.53476E-05     0.13418E-08     0.41418E-08     0.73405E-07     0.15536E-08     0.17117E-05     0.18177E-05     0.53947E-12     0.12335E-09     0.69085E-07     0.14515E-11     0.15293E-10     0.97902E-09    
 0.29153E-04     0.53396E-05     0.13384E-08     0.41427E-08     0.73575E-07     0.15524E-08     0.17152E-05     0.18217E-05     0.53918E-12     0.12363E-09     0.69380E-07     0.14578E-11     0.15373E-10     0.98636E-09    
 0.29239E-04     0.53316E-05     0.13349E-08     0.41436E-08     0.73744E-07     0.15511E-08     0.17187E-05     0.18257E-05     0.53889E-12     0.12390E-09     0.69675E-07     0.14641E-11     0.15454E-10     0.99373E-09    
 0.29324E-04     0.53236E-05     0.13315E-08     0.41445E-08     0.73913E-07     0.15498E-08     0.17222E-05     0.18297E-05     0.53861E-12     0.12417E-09     0.69971E-07     0.14704E-11     0.15534E-10     0.10011E-08    
 0.29410E-04     0.53156E-05     0.13281E-08     0.41454E-08     0.74081E-07     0.15486E-08     0.17257E-05     0.18337E-05     0.53832E-12     0.12444E-09     0.70266E-07     0.14767E-11     0.15615E-10     0.10085E-08    
 0.29495E-04     0.53077E-05     0.13248E-08     0.41463E-08     0.74249E-07     0.15473E-08     0.17292E-05     0.18377E-05     0.53803E-12     0.12471E-09     0.70562E-07     0.14830E-11     0.15696E-10     0.10160E-08    
 0.29581E-04     0.52998E-05     0.13214E-08     0.41471E-08     0.74417E-07     0.15460E-08     0.17326E-05     0.18417E-05     0.53773E-12     0.12498E-09     0.70857E-07     0.14893E-11     0.15776E-10     0.10234E-08    
 0.29666E-04     0.52919E-05     0.13181E-08     0.41479E-08     0.74585E-07     0.15448E-08     0.17361E-05     0.18457E-05     0.53744E-12     0.12525E-09     0.71153E-07     0.14956E-11     0.15857E-10     0.10309E-08    
 0.29752E-04     0.52841E-05     0.13147E-08     0.41488E-08     0.74752E-07     0.15435E-08     0.17395E-05     0.18497E-05     0.53715E-12     0.12552E-09     0.71448E-07     0.15019E-11     0.15938E-10     0.10384E-08    
 0.29837E-04     0.52762E-05     0.13114E-08     0.41495E-08     0.74919E-07     0.15423E-08     0.17429E-05     0.18536E-05     0.53685E-12     0.12579E-09     0.71744E-07     0.15082E-11     0.16019E-10     0.10459E-08    
 0.29923E-04     0.52684E-05     0.13082E-08     0.41503E-08     0.75086E-07     0.15410E-08     0.17463E-05     0.18575E-05     0.53656E-12     0.12606E-09     0.72039E-07     0.15145E-11     0.16099E-10     0.10534E-08    
 0.30008E-04     0.52606E-05     0.13049E-08     0.41511E-08     0.75252E-07     0.15397E-08     0.17497E-05     0.18615E-05     0.53626E-12     0.12632E-09     0.72335E-07     0.15208E-11     0.16180E-10     0.10610E-08    
 0.30094E-04     0.52529E-05     0.13017E-08     0.41518E-08     0.75419E-07     0.15385E-08     0.17531E-05     0.18654E-05     0.53596E-12     0.12659E-09     0.72630E-07     0.15270E-11     0.16261E-10     0.10686E-08    
 0.30179E-04     0.52451E-05     0.12984E-08     0.41525E-08     0.75584E-07     0.15372E-08     0.17565E-05     0.18693E-05     0.53566E-12     0.12685E-09     0.72926E-07     0.15333E-11     0.16342E-10     0.10762E-08    
 0.30265E-04     0.52374E-05     0.12952E-08     0.41532E-08     0.75750E-07     0.15360E-08     0.17598E-05     0.18732E-05     0.53536E-12     0.12712E-09     0.73222E-07     0.15395E-11     0.16423E-10     0.10838E-08    
 0.30350E-04     0.52297E-05     0.12920E-08     0.41539E-08     0.75915E-07     0.15347E-08     0.17632E-05     0.18771E-05     0.53506E-12     0.12738E-09     0.73517E-07     0.15458E-11     0.16504E-10     0.10915E-08    
 0.30436E-04     0.52220E-05     0.12889E-08     0.41546E-08     0.76080E-07     0.15335E-08     0.17665E-05     0.18810E-05     0.53476E-12     0.12764E-09     0.73813E-07     0.15520E-11     0.16585E-10     0.10992E-08    
 0.30522E-04     0.52143E-05     0.12857E-08     0.41552E-08     0.76245E-07     0.15322E-08     0.17699E-05     0.18848E-05     0.53446E-12     0.12790E-09     0.74108E-07     0.15583E-11     0.16666E-10     0.11069E-08    
 0.30607E-04     0.52067E-05     0.12826E-08     0.41559E-08     0.76409E-07     0.15310E-08     0.17732E-05     0.18887E-05     0.53415E-12     0.12817E-09     0.74404E-07     0.15645E-11     0.16747E-10     0.11146E-08    
 0.30693E-04     0.51991E-05     0.12795E-08     0.41565E-08     0.76573E-07     0.15297E-08     0.17765E-05     0.18925E-05     0.53385E-12     0.12843E-09     0.74699E-07     0.15707E-11     0.16828E-10     0.11223E-08    
 0.30778E-04     0.51915E-05     0.12763E-08     0.41571E-08     0.76737E-07     0.15285E-08     0.17798E-05     0.18964E-05     0.53355E-12     0.12869E-09     0.74995E-07     0.15770E-11     0.16909E-10     0.11301E-08    
 0.30864E-04     0.51839E-05     0.12733E-08     0.41577E-08     0.76900E-07     0.15272E-08     0.17831E-05     0.19002E-05     0.53324E-12     0.12894E-09     0.75290E-07     0.15832E-11     0.16990E-10     0.11378E-08    
 0.30949E-04     0.51763E-05     0.12702E-08     0.41582E-08     0.77064E-07     0.15260E-08     0.17864E-05     0.19040E-05     0.53293E-12     0.12920E-09     0.75586E-07     0.15894E-11     0.17071E-10     0.11456E-08    
 0.31035E-04     0.51688E-05     0.12671E-08     0.41588E-08     0.77227E-07     0.15248E-08     0.17896E-05     0.19078E-05     0.53263E-12     0.12946E-09     0.75881E-07     0.15956E-11     0.17152E-10     0.11535E-08    
 0.31120E-04     0.51613E-05     0.12641E-08     0.41593E-08     0.77389E-07     0.15235E-08     0.17929E-05     0.19116E-05     0.53232E-12     0.12972E-09     0.76177E-07     0.16018E-11     0.17234E-10     0.11613E-08    
 0.31206E-04     0.51538E-05     0.12611E-08     0.41599E-08     0.77552E-07     0.15223E-08     0.17961E-05     0.19154E-05     0.53201E-12     0.12997E-09     0.76472E-07     0.16080E-11     0.17315E-10     0.11692E-08    
 0.31291E-04     0.51463E-05     0.12581E-08     0.41604E-08     0.77714E-07     0.15210E-08     0.17994E-05     0.19192E-05     0.53170E-12     0.13023E-09     0.76768E-07     0.16142E-11     0.17396E-10     0.11771E-08    
 0.31377E-04     0.51389E-05     0.12551E-08     0.41609E-08     0.77875E-07     0.15198E-08     0.18026E-05     0.19229E-05     0.53139E-12     0.13048E-09     0.77063E-07     0.16204E-11     0.17477E-10     0.11850E-08    
 0.31462E-04     0.51314E-05     0.12521E-08     0.41613E-08     0.78037E-07     0.15186E-08     0.18058E-05     0.19267E-05     0.53108E-12     0.13074E-09     0.77359E-07     0.16266E-11     0.17558E-10     0.11929E-08    
 0.31539E-04     0.51248E-05     0.12495E-08     0.41618E-08     0.78182E-07     0.15175E-08     0.18087E-05     0.19300E-05     0.53080E-12     0.13097E-09     0.77624E-07     0.16321E-11     0.17631E-10     0.12001E-08    
 0.31616E-04     0.51181E-05     0.12468E-08     0.41622E-08     0.78327E-07     0.15163E-08     0.18116E-05     0.19334E-05     0.53052E-12     0.13119E-09     0.77890E-07     0.16377E-11     0.17705E-10     0.12072E-08    
 0.31693E-04     0.51115E-05     0.12442E-08     0.41626E-08     0.78472E-07     0.15152E-08     0.18145E-05     0.19368E-05     0.53024E-12     0.13142E-09     0.78156E-07     0.16432E-11     0.17778E-10     0.12144E-08    
 0.31770E-04     0.51049E-05     0.12416E-08     0.41629E-08     0.78616E-07     0.15141E-08     0.18173E-05     0.19401E-05     0.52996E-12     0.13165E-09     0.78422E-07     0.16488E-11     0.17851E-10     0.12216E-08    
 0.31847E-04     0.50983E-05     0.12390E-08     0.41633E-08     0.78760E-07     0.15130E-08     0.18202E-05     0.19434E-05     0.52967E-12     0.13187E-09     0.78688E-07     0.16543E-11     0.17924E-10     0.12288E-08    
 0.31924E-04     0.50917E-05     0.12364E-08     0.41637E-08     0.78904E-07     0.15119E-08     0.18230E-05     0.19468E-05     0.52939E-12     0.13210E-09     0.78954E-07     0.16599E-11     0.17997E-10     0.12361E-08    
 0.32001E-04     0.50851E-05     0.12338E-08     0.41640E-08     0.79048E-07     0.15108E-08     0.18259E-05     0.19501E-05     0.52911E-12     0.13233E-09     0.79219E-07     0.16654E-11     0.18070E-10     0.12433E-08    
 0.32078E-04     0.50785E-05     0.12312E-08     0.41643E-08     0.79192E-07     0.15097E-08     0.18287E-05     0.19534E-05     0.52882E-12     0.13255E-09     0.79485E-07     0.16709E-11     0.18144E-10     0.12506E-08    
 0.32155E-04     0.50720E-05     0.12287E-08     0.41647E-08     0.79335E-07     0.15086E-08     0.18315E-05     0.19567E-05     0.52854E-12     0.13277E-09     0.79751E-07     0.16764E-11     0.18217E-10     0.12579E-08    
 0.32232E-04     0.50655E-05     0.12261E-08     0.41650E-08     0.79478E-07     0.15075E-08     0.18343E-05     0.19600E-05     0.52825E-12     0.13300E-09     0.80017E-07     0.16819E-11     0.18290E-10     0.12652E-08    
 0.32309E-04     0.50590E-05     0.12236E-08     0.41653E-08     0.79621E-07     0.15064E-08     0.18371E-05     0.19633E-05     0.52797E-12     0.13322E-09     0.80282E-07     0.16875E-11     0.18363E-10     0.12725E-08    
 0.32386E-04     0.50525E-05     0.12211E-08     0.41656E-08     0.79763E-07     0.15053E-08     0.18399E-05     0.19666E-05     0.52768E-12     0.13344E-09     0.80548E-07     0.16930E-11     0.18436E-10     0.12798E-08    
 0.32463E-04     0.50460E-05     0.12186E-08     0.41658E-08     0.79906E-07     0.15042E-08     0.18427E-05     0.19698E-05     0.52740E-12     0.13366E-09     0.80814E-07     0.16985E-11     0.18510E-10     0.12872E-08    
 0.32617E-04     0.50331E-05     0.12136E-08     0.41664E-08     0.80190E-07     0.15020E-08     0.18483E-05     0.19764E-05     0.52683E-12     0.13411E-09     0.81345E-07     0.17095E-11     0.18656E-10     0.13019E-08    
 0.32771E-04     0.50202E-05     0.12086E-08     0.41668E-08     0.80473E-07     0.14999E-08     0.18538E-05     0.19829E-05     0.52625E-12     0.13455E-09     0.81876E-07     0.17204E-11     0.18803E-10     0.13167E-08    
 0.32925E-04     0.50075E-05     0.12037E-08     0.41673E-08     0.80756E-07     0.14977E-08     0.18593E-05     0.19893E-05     0.52568E-12     0.13498E-09     0.82407E-07     0.17314E-11     0.18949E-10     0.13316E-08    
